,ItemID,classId,buildType,installId,playerName,playerId,timestamp,platform,sessionId,teacherId,type,unit,buildVersion,PlayerpostionX,PlayerpostionZ,PlayerpostionY,CamerarotationX,CamerarotationZ,CamerarotationY,QuestTableF,TasktableF,Scenenames,buildVersion.1,argSuccessTitle,argSuccessDescript,argSuccessFeedback
12,5c66e3f9e4194c47a1587fcf,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,2,91,2/15/2019 4:08,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-9.709076881,46.57904816,-24.07999992,-0.979924917,-0.199366927,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U4 - Crash Side Quest P5,Argue about the Flooded Bunker","50,watershed;50,energy;49,poster1;49,poster3;49,poster5;49,poster6;46,jasper;42,Locate the Beacon;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests",0.11.141,Watershed,Which watershed is bigger?,NA
13,5d263a9fe4194c2f5ffc8d98,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,2,91,7/10/2019 9:20,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,6.534682751,8.729872704,1.574928641,0.802768409,0.596291006,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Convince Bill the Distillery will work","50,watershed;49,poster1;49,poster5;49,poster6;46,jasper;40,Find the supplies crate;33,convince bill","U5_Cave,U5_Cave_Quests,U5_Cave_Collectibles",0.11.235,Argumentation Tutorial,"Place the Claim, Reasoning, and Evidence orbs in orbit.",NA
14,5d26422de4194c2f5ffcaa70,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,2,91,7/10/2019 9:53,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,-70.14962006,-100.4974518,58.96693802,0.443071574,-0.896486282,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Is Water Missing?","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;89,Counter Him Cadet;89,Is the Water Missing?",Player_Base,0.11.235,Is the planet safe?,Is planet WAT-247 habitable for humans? (Drag and drop Toppo's claim into the center orbit),NA
15,5c54d6fce4194c47a14ee82a,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,2/1/2019 11:32,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-3.781750441,-62.05648041,0.77767837,-0.999993861,0.003490269,0,U1 - An Amazing AI,"77,checkPoster;77,trialArg","U1,U1_Quest",0.11.141,Watershed,Which watershed is bigger?,NA
16,5c54d7abe4194c47a14ee9d1,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,2/1/2019 11:34,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-65.38352966,-0.149190426,0.792359054,-0.90850848,0.417866528,0,U1 - Time to Argue!,"78,toppoTalk;78,completeArg","U1,U1_Quest",0.11.141,Argumentation Tutorial,"Place the Claim, Reasoning, and Evidence orbs in orbit.",NA
17,5c54e0bbe4194c47a14f0824,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,2/1/2019 12:13,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,261.991272,296.2484436,54.44181061,-0.455544859,-0.890212774,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall",0.11.141,Is the planet safe?,Is planet WAT-247 habitable for humans? (Drag and drop Toppo's claim into the center orbit),NA
18,5c61cecae4194c47a1561d29,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,2/11/2019 7:36,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,618.7792358,-228.2128906,64.18431091,-0.887817264,0.460196137,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline",0.11.141,Watershed,Which watershed is bigger?,NA
19,5c61dac2e4194c47a1564c73,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,2/11/2019 8:27,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-9.25935173,45.81868362,-24.07999992,0.351841301,0.936059654,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,Argue about the Flooded Bunker","49,poster1;49,poster5;49,poster6;46,jasper;50,watershed;50,energy;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests",0.11.141,Pollution Upstream,Where is the pollution site probably located?,NA
20,5cd9bf02e4194c2f5ffa532b,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,5/13/2019 8:28,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,7.850468159,8.496844292,1.574928641,-0.591946661,-0.805977225,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Convince Bill the Distillery will work","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;33,convince bill","U5_Cave,U5_Cave_Quests,U5_Cave_Collectibles",0.11.235,Flooding the armory,Who is responsible for the flooding of the armory?,NA
21,5cd9c5ece4194c2f5ffa8227,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,5/13/2019 9:01,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,-70.03379059,-100.892601,58.96693802,-0.754709601,-0.656058908,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Is Water Missing?","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;89,Counter Him Cadet;89,Is the Water Missing?",Player_Base,0.11.235,Argumentation Tutorial,"Place the Claim, Reasoning, and Evidence orbs in orbit.",NA
22,5ce16faae4194c2f5ffa8cb3,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,3,182,5/13/2019 9:01,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,-70.03379059,-100.892601,58.96693802,-0.754709601,-0.656058908,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Is Water Missing?","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;89,Counter Him Cadet;89,Is the Water Missing?",Player_Base,0.11.235,Is the planet safe?,Is planet WAT-247 habitable for humans? (Drag and drop Toppo's claim into the center orbit),NA
23,5c55f1bce4194c47a14f61b0,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,4,183,2/2/2019 7:38,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-0.720722318,-59.10519791,0.77767837,-0.807989597,-0.589196563,0,U1 - An Amazing AI,"77,checkPoster;77,trialArg","U1,U1_Quest",0.11.141,Watershed,Which watershed is bigger?,NA
24,5c55f270e4194c47a14f637c,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,4,183,2/2/2019 7:41,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-65.9280014,0.424015343,0.792359054,-0.964557528,-0.263872981,0,U1 - Time to Argue!,"78,toppoTalk;78,completeArg","U1,U1_Quest",0.11.141,Argumentation Tutorial,"Place the Claim, Reasoning, and Evidence orbs in orbit.",NA
25,5c55fb24e4194c47a14f8047,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,4,183,2/2/2019 8:18,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,259.6164246,294.1624451,54.38934326,0.856268525,0.516531169,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall",0.11.141,Is the planet safe?,Is planet WAT-247 habitable for humans? (Drag and drop Toppo's claim into the center orbit),NA
26,5c72fcbfe4194c47a15a2d91,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,4,183,2/24/2019 8:21,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-9.257237434,46.02835846,-24.07999992,0.731352389,0.681999803,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,U3 - Crash Side Quest P3,Argue about the Flooded Bunker","49,poster1;49,poster5;49,poster6;46,jasper;50,watershed;50,infiltration;50,energy;40,Find the supplies crate;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests",0.11.141,Watershed,Which watershed is bigger?,NA
27,5c5b802fe4194c47a1519717,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,5,184,2/6/2019 12:47,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-3.713057995,-62.00229645,0.77767837,-0.991894245,-0.127066016,0,U1 - An Amazing AI,"77,checkPoster;77,trialArg","U1,U1_Quest",0.11.141,Is the planet safe?,Is planet WAT-247 habitable for humans? (Drag and drop Toppo's claim into the center orbit),NA
28,5c5b80e9e4194c47a151986b,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,5,184,2/6/2019 12:50,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-65.51972961,0.598407924,0.792359054,-0.995562077,0.094106138,0,U1 - Time to Argue!,"78,toppoTalk;78,completeArg","U1,U1_Quest",0.11.141,Argumentation Tutorial,"Place the Claim, Reasoning, and Evidence orbs in orbit.",NA
29,5c5b8af0e4194c47a151a86b,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,5,184,2/6/2019 13:33,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,262.0135193,296.6702271,54.56814575,-0.411514163,-0.911403179,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall",0.11.141,Watershed,Which watershed is bigger?,NA
30,5c5f0f17e4194c47a1551a6b,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,6,185,2/9/2019 5:34,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-1.463457584,-61.83192825,0.77767843,-0.999657273,-0.026176572,0,U1 - An Amazing AI,"77,checkPoster;77,trialArg","U1,U1_Quest",0.11.141,Pollution Upstream,Where is the pollution site probably located?,NA
31,5c5f0fbde4194c47a1551b91,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,6,185,2/9/2019 5:36,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-67.13556671,-0.315790117,0.792359054,-0.982612908,0.185665965,0,U1 - Time to Argue!,"78,toppoTalk;78,completeArg","U1,U1_Quest",0.11.141,Flooding the armory,Who is responsible for the flooding of the armory?,NA
32,5c5f18b1e4194c47a1552b46,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,6,185,2/9/2019 6:15,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,262.0767212,294.4363403,53.79575348,-0.725375116,-0.688353777,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall",0.11.141,Pollution Upstream,Where is the pollution site probably located?,NA
33,5c718ae9e4194c47a1599f8f,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,6,185,2/23/2019 6:03,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,619.0282593,-227.7312469,64.07941437,-0.9531883,-0.302377343,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline",0.11.141,Flooding the armory,Who is responsible for the flooding of the armory?,NA
34,5c719c1de4194c47a159be93,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,6,185,2/23/2019 7:16,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-9.241906166,46.26761246,-24.07999992,0.847121775,-0.531399131,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,Argue about the Flooded Bunker","50,watershed;50,energy;49,poster1;49,poster5;49,poster6;46,jasper;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests",0.11.141,Pollution Upstream,Where is the pollution site probably located?,NA
35,5ce176d0e4194c2f5ffab087,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,6,185,5/19/2019 5:31,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,8.35879612,9.373983383,1.574928641,-0.689679563,0.724114656,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Convince Bill the Distillery will work","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;33,convince bill","U5_Cave,U5_Cave_Quests,U5_Cave_Collectibles",0.11.235,Flooding the armory,Who is responsible for the flooding of the armory?,NA
36,5ce17ebee4194c2f5ffabc2c,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,6,185,5/19/2019 6:05,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,-71.61043549,-99.26904297,58.96693802,0.144356772,-0.989525676,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,U5 - Crash Diagnostics P7,Is Water Missing?","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;89,Counter Him Cadet;89,Is the Water Missing?",Player_Base,0.11.235,Flooding the armory,Who is responsible for the flooding of the armory?,NA
37,5c620d26e4194c47a1568233,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,7,186,2/11/2019 12:02,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-2.470132113,-61.01726532,0.77767843,-0.925869942,-0.377842665,0,U1 - An Amazing AI,"77,checkPoster;77,trialArg","U1,U1_Quest",0.11.141,Pollution Upstream,Where is the pollution site probably located?,NA
38,5c620ddae4194c47a156832e,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,7,186,2/11/2019 12:05,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-65.90634918,0.850959122,0.792359114,-0.990023494,-0.140902877,0,U1 - Time to Argue!,"78,toppoTalk;78,completeArg","U1,U1_Quest",0.11.141,Pollution Upstream,Where is the pollution site probably located?,NA
39,5c621708e4194c47a15691eb,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,7,186,2/11/2019 12:44,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,261.4691467,296.0500488,54.58537674,0.173648536,-0.984807849,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall",0.11.141,Flooding the armory,Who is responsible for the flooding of the armory?,NA
40,5cd8937ae4194c2f5ff9d5ff,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,7,186,5/12/2019 11:43,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,7.61861372,9.242685318,1.574928522,0.422542244,0.906343281,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Convince Bill the Distillery will work","50,watershed;49,poster1;49,poster5;49,poster6;46,jasper;40,Find the supplies crate;33,convince bill","U5_Cave,U5_Cave_Quests,U5_Cave_Collectibles",0.11.235,Making water for Bill,What happens to the water when Bill demonstrates his salt collection device?,Great Job Cadet!!! You have made the best argument possible.
41,5cd89b44e4194c2f5ff9f40b,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,7,186,5/12/2019 12:16,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,-71.79204559,-98.25298309,58.96615982,0.127064973,-0.991894364,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,U5 - Crash Diagnostics P7,Is Water Missing?","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;89,Counter Him Cadet;89,Is the Water Missing?",Player_Base,0.11.235,Natural Water Systems,Are the water systems on the planet behaving naturally?,Great Job Cadet!!! You have made the best argument possible.
42,5c64aedfe4194c47a1570666,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,8,187,2/13/2019 11:57,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-3.573311806,-61.77881622,0.77767837,-0.979924142,-0.199370623,0,U1 - An Amazing AI,"77,checkPoster;77,trialArg","U1,U1_Quest",0.11.141,Making water for Bill,What happens to the water when Bill demonstrates his salt collection device?,Great Job Cadet!!! You have made the best argument possible.
43,5c64af80e4194c47a157085f,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,8,187,2/13/2019 11:59,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-65.90951538,0.489762515,0.792359054,-0.990983546,0.13398385,0,U1 - Time to Argue!,"78,toppoTalk;78,completeArg","U1,U1_Quest",0.11.141,Natural Water Systems,Are the water systems on the planet behaving naturally?,Great Job Cadet!!! You have made the best argument possible.
44,5c64b847e4194c47a15720dd,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,8,187,2/13/2019 12:37,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,263.0700073,295.6222839,53.93622208,-0.898027897,-0.439938784,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall",0.11.141,Making water for Bill,What happens to the water when Bill demonstrates his salt collection device?,Great Job Cadet!!! You have made the best argument possible.
45,5c74494be4194c47a15a610c,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,8,187,2/25/2019 8:00,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,619.2557983,-228.451767,64.08982086,-0.996778786,0.080200255,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline",0.11.141,Natural Water Systems,Are the water systems on the planet behaving naturally?,Great Job Cadet!!! You have made the best argument possible.
46,5cd70a70e4194c2f5ff956fe,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,8,187,5/11/2019 7:46,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,6.85894537,9.25269413,1.574928641,-0.047023173,-0.998893857,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Convince Bill the Distillery will work","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;33,convince bill","U5_Cave,U5_Cave_Quests,U5_Cave_Collectibles",0.11.235,Natural Water Systems,Are the water systems on the planet behaving naturally?,Great Job Cadet!!! You have made the best argument possible.
47,5cd712d2e4194c2f5ff9771f,4,Development,8d703246-39e0-4ff5-aef9-ec166f84d182,8,187,5/11/2019 8:22,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.235,-70.0548172,-100.9462814,58.96693802,-0.22154808,-0.975149393,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Is Water Missing?","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;89,Counter Him Cadet;89,Is the Water Missing?",Player_Base,0.11.235,Making water for Bill,What happens to the water when Bill demonstrates his salt collection device?,Great Job Cadet!!! You have made the best argument possible.
48,5c65eaabe4194c47a1580ab7,4,Development,e0e8ba1d-a1a8-492c-a490-549b4a24c221,9,188,2/14/2019 10:24,WindowsPlayer,NA,11,ArgumentationSuccessEvent,0,0.11.141,-65.93170166,0.503774047,0.792359114,-0.163326666,-0.986572266,0,U1 - Time to Argue!,"78,toppoTalk;78,completeArg","U1,U1_Quest",0.11.141,Natural Water Systems,Are the water systems on the planet behaving naturally?,Great Job Cadet!!! You have made the best argument possible.
